a_id,a_text,a_q_id,MB,MB15,JM,SL,num_annotators,num_ratings,num_ratings-1,maxvotes,random,True Label,AsRRN Prediction,SFRN Prediction
R_xm82LFs2y0hIHTj_q4_a,"No, you are not trying to find the population proportion (parameter), so you do not need to use statistical inference. You can merely just take the data to find the average (mean) size of fish caught by each brother to determine which brother catches the larger Walleye on average.",q4_a,1.0,1.0,1.0,1.0,4,1,0,4,0,1,0,1
R_2CKzQuDyhpMFVvh_q2_b,"You could give her a test on the notes and the more she answers correctly, then the better she is at music.",q2_b,1.0,1.0,1.0,1.0,4,1,0,4,0,1,0,1
R_vVR0LmpnPTIdilH_q3_a,"The aim of this research would be to identify whether or not they will reject the order of 150 display screens. To do so, they look each of teh 150 diplsay screens and determines whether they are good or bad.  / In this situation, 150 display screens represent the whole population of one order of display screens. The sample size seems to be large enough to then generalize to more display screens and maybe at the end to the supplier itself (based on all their products previously provided).  / Moverover, 5% of the display screens considered as bad is enough to representent the sample and the quality of it.  / therefore the conditions seem to be met, and the statistical inference can be used.",q3_a,1.0,1.0,,1.0,3,1,0,3,0,1,0,0
R_3siDtFsiVKwCcmJ_q3_a,"Yes, statistical inference should be used here because the trained engineer will need to determine if the proportion of bad screens exceeds the proportion needed for the entire shipment to be sent back.",q3_a,1.0,,1.0,1.0,3,1,0,3,0,1,0,0
R_2zoLG9aI1FBHT1K_q3_a,"Yes, it should be used. It should be used because you must find the number of bad screens and make it into a percent to see if they will have more than 5% bad to reject them.",q3_a,1.0,,1.0,1.0,3,1,0,3,0,1,0,1
R_2f8Pg8FnM3c25x6_q3_b,"Determine the profit for the 150 display screens. / Figure out what percent needs to broken in order to not turn a profit.  / If over that determined percent, get a refund.",q3_b,1.0,,1.0,1.0,3,1,0,3,0,1,0,0
R_2f6ST76DzsSNu3m_q3_a,"Yes, statistical inference should be used to determine whether the company should accept or reject the bulk order of display screens using the data gathered by the trained engineer. If 5% of the 150 screens are bad, the engineer can reject the order. So that means 7.5 out of 150 screens would lead to a rejection of the order. This is a probability that could be used for statistical inference.",q3_a,1.0,,1.0,1.0,3,1,0,3,0,1,0,0
R_26gpxE1m7xovdaA_q3_b,Collect 10 TVs from the bulk order and inspect them to determine if the display screens are bad then use a 1 proportion z interval to make a 95% confidence interval for this sample. If the confidence interval is below 5% than accept the order. If the confidence interval is above or includes 5% than they should reject the order.,q3_b,1.0,,1.0,1.0,3,1,0,3,0,1,0,0
R_1IT144gTqeDU5gk_q2_a,"Statistical inference should not be used to determine whether Carla has a ""good ear for music"" because that statement is ambiguous. Different people could interpret that statement many different ways and would therefore skew the accuracy of this. In order to use statistical inference one would have to clearly define what a ""good ear for music"" was.",q2_a,1.0,,1.0,1.0,3,1,0,3,0,1,0,0
R_ukoLhTpZAz7aeIx_q2_a,"Because there is only one set answer and set of data for this problem, statisitical inference may not be appropriate to use. The person being tested can either get the note right or wrong, and there is no population to determine and compare to. The way to go about this is using the random association with the note playing as the problem suggests. If Carla gets more than half wrong, she most likely does not have a ""good ear for music,"" but if Carla were to guess more than half correctly and then given the test a second time and guessed less than half, would she then be considered not having a good ear for music, or does this type of test have too much bias and support for their answer?",q2_a,1.0,,0.0,1.0,3,2,1,2,0,1,0,0
