a_id,a_text,a_q_id,MB,MB15,JM,SL,num_annotators,num_ratings,num_ratings-1,maxvotes,random,True Label,AsRRN Prediction,SFRN Prediction
R_0re2W60sd5rUIcp_q4_b,use the central limit theorem to determine who the area of each fisherman's distributions. then copart the area's to see which fisherman was better.,q4_b,0.0,0.0,0.0,0.0,4,1,0,4,0,0,0,1
R_Wl0o7lKycaTnYZj_q4_b,Mark and Dan log the length and weight of each fish caught and they can determine themselves who the better fisherman is.,q4_b,0.0,,0.0,0.0,3,1,0,3,0,0,0,1
R_tDv5TATKVcF84lb_q4_b,You would find this out by testing all of the things stated above. You test them using certain instruments that have nothing to do with statistical inference.,q4_b,0.0,,0.0,0.0,3,1,0,3,0,0,0,1
R_OjJj1pshs75HNkd_q2_b,I would go through every note twice and see if the students answer is the same throughout. If it is then the student has a good ear for music.,q2_b,0.0,,0.0,0.0,3,1,0,3,0,0,1,1
R_8iVkPUHhGaqYupX_q2_b,I would use a random number table assigning each note to a number and throw out any extra numbers. Then go about seeing whether or not they can identify the note.  Then I would have a second piano to repeat with a new set but have the piano be out of tune.,q2_b,0.0,,0.0,0.0,3,1,0,3,0,0,1,1
R_4HoW8YibuRh1TVL_q4_a,"If the question is who is a better fisherman, no.  If the question is who caught more fish (number, weight) then yes.",q4_a,0.0,0.0,,0.0,3,1,0,3,0,0,1,1
R_4HoW8YibuRh1TVL_q2_a,"Having a ""good ear for music,"" is a term used to describe someone who has good relative pitch and can play or sing a tune.  Having good relative pitch means that you can start at a note and match the intervals going from note to note in a tune, even if the key is changed.  Someone who can identify individual notes played by an instrument is said to have ""perfect pitch.""  That person may or may not actually have a good ear for music, they can simply identify notes.  Having perfect pitch does not necessarily mean that a person has a good ear for music, although it is usually the case.  They are simply two different musical terms.  (says the singer).",q2_a,0.0,0.0,,0.0,3,1,0,3,0,0,1,1
R_3rSsapLCzLuUW08_q3_a,"Yes, its a standard 5% confidence interval question where n is 150 and the confidence interval is 5%. We however would need a mean and standard deviation.",q3_a,0.0,,0.0,0.0,3,1,0,3,0,0,0,1
R_31KRIyDEf8o9k27_q2_b,Test each piano key five times and see which one she hears best,q2_b,0.0,,0.0,0.0,3,1,0,3,0,0,1,1
R_2XasEcUnU3o3pPd_q2_b,"I think in order to make sure she doesn't just know pitches on the piano, I would test her on multiple instruments. We would test a brass instrument, woodwind, piano and a violin. Or if that isn't effective, then I would randomize the notes each time on the piano at different intervals.",q2_b,0.0,,0.0,0.0,3,1,0,3,0,0,1,1
R_2vizuByAiaPctAn_q2_b,I would decide by how close the student was to the note. A certain amount of points for getting close to it and full amount of points for getting the note.,q2_b,0.0,,0.0,0.0,3,1,0,3,0,0,1,1
R_2RXutsynoYrAHJ0_q3_b,"1 – state the assumptions / (i) We assume that the sample of orders is a simple random sample (SRS) and we assume that the population of good display screens has no outliers and (address shape if necessary). / (ii) We will do a z / t procedure because (explain why the procedure you chose is appropriate for the information given). / ￼￼￼ / 2 – define the parameter being estimated / ￼μ = a verbal description of the population mean, in context / ￼ / 3 – state null hypothesis / H0 : μ = (temporary value) / Must reflect no change, no difference, no effect, nothing unusual. In general, if there is something we wish to disprove, we state it as the null hypothesis. A smaller P-value implies stronger evidence against the null hypothesis. / 4 – state alternative hypothesis / ￼Ha : μ < or Ha : μ > or Ha : μ ≠ / The inequality sign is determined by the question that is being asked. In general, if there is something we wish to prove, we state it as the alternative hypothesis. / ￼ / ￼ / 5 — carry out the Z-Test or T-Test on your TI- 84 Plus or equivalent calculator and write down the output, and draw an appropriately labeled density curve with the P-value shaded in. Label the horizontal axis in terms of . / “Calculate” will carry out the calculations for the test. / “Draw” will give you the P-value picture. Turn off all StatPlots first. / ￼ / STAT / TESTS / 1:Z-Test / Inpt:Data / μ0: temporary value of μ / σ: population std devn / List: data list / Freq: freq list or “1” if no freq / list / μ:≠μ0 <μ0 >μ0 (choose your / Ha) / Calculate Draw / “Calculate” Output / Z-Test / (returns the alternative / hypothesis) / z=one-sample z-statistic p=p-value / =sample mean Sx=sample std deviation n=sample size / STAT / TESTS / 1:Z-Test / Inpt:Stats / μ0: temporary value of μ σ: population std devn : sample mean / n: sample size / μ:≠μ0 <μ0 >μ0 (choose your Ha) / Calculate Draw / STAT / TESTS / 2:T-Test / Inpt:Data / μ0: temporary value of μ / List: data list / Freq: freq list or “1” if no freq / list / μ:≠μ0 <μ0 >μ0 (choose your / Ha) / Calculate Draw / “Calculate” Output / T-Test / (returns the alternative / hypothesis) / t=one-sample t-statistic p=p-value / =sample mean Sx=sample std deviation n=sample size / STAT / TESTS / 2:T-Test / Inpt:Stats / μ0: temporary value of μ : sample mean Sx=sample std deviation n: sample size / μ:≠μ0 <μ0 >μ0 (choose your Ha) / Calculate Draw / “Calculate” Output / ￼© 2010 Radha Bose Florida State University Department of Statistics / ONE-SAMPLE INFERENCE 19 / ￼ / ￼“Calculate” Output / Z-Test / (returns the alternative / hypothesis) / z=one-sample z-statistic p=p-value / =sample mean n=sample size / ￼ / ￼T-Test / (returns the alternative / hypothesis) / t=one-sample t-statistic p=p-value / =sample mean Sx=sample std deviation n=sample size / ￼ / 6 — interpret P-value in context, then compare the P-value to the significance level α (alpha) and state the final conclusion in words, in context / If the consequences of rejecting a true null hypothesis (type I error) are grave, a very small α should be used. / If the population mean observation is indeed (fill in the value you are using for μ), then due to sampling variation alone P-value% of all possible sample mean observations are expected to be (fill in a description of the values indicated on your P-value picture), when the samples consist of n subjects each. / Low P-value (data statistically significant) / This low percentage suggests that the population mean observation is not (fill in the value you are using for μ) and it is more likely to be less than / greater than / different from that. / Not-very-low P-value / This percentage is not very low so we cannot conclude that the population mean observation is less than / greater than / different from (fill in the value you are using for μ), it is not unlikely that it could be (fill in the value you are using for μ).",q3_b,0.0,,0.0,0.0,3,1,0,3,0,0,0,1
R_2Pe9I3Rxhndc7pQ_q4_b,you would see on average who caught more fish and then see if you accept or reject the value thus deciding whether or not u reject or accept the hypothesis,q4_b,0.0,,0.0,0.0,3,1,0,3,0,0,1,1
R_2f6ST76DzsSNu3m_q2_b,"The probability of a student guessing which note would be out of seven notes. The probability of guessing the right note would be a 1/7 probability of guessing A,B,C,D,E,F, or G. If the student got the answer right on the first try then that student would have a good ear for music.",q2_b,0.0,,0.0,0.0,3,1,0,3,0,0,0,1
R_22YwZfKEz4dkvsz_q2_a,"it is very difficult to measure someones ""ear for music"" in statistical terms. It is possible that her results could vary every time they tested.",q2_a,0.0,,0.0,0.0,3,1,0,3,0,0,1,1
R_22liJUNlTskZw31_q4_a,You can use simple math to figure this out.,q4_a,0.0,,0.0,0.0,3,1,0,3,0,0,1,1
R_22liJUNlTskZw31_q2_b,"If she correctly states which note is being played, then therefore, she has a good ear for music",q2_b,0.0,,0.0,0.0,3,1,0,3,0,0,0,1
R_1Lh7s2sFTTP9a2x_q4_b,by determining the p-value,q4_b,0.0,,0.0,0.0,3,1,0,3,0,0,0,1
R_1HeIWMAVfNldGx0_q2_a,The only way we could determine if this student has a good ear for music is to survey her and ask if she has previously taken any piano lessons or classes and has any knowledge of the notes before testing her.,q2_a,0.0,,0.0,0.0,3,1,0,3,0,0,1,1
R_1F8K5YVgEN1RRaK_q4_b,By location. We can see if the location plays a factor.,q4_b,0.0,,0.0,0.0,3,1,0,3,0,0,0,1
R_1F8K5YVgEN1RRaK_q3_a,"I would use Statistical Inference, because i would have to multiply 5% by 150 find out which ones are bad. Subtract the end result to find the amount that are good.",q3_a,0.0,,0.0,0.0,3,1,0,3,0,0,1,1
R_0Nuyhccb94XCBsV_q2_b,If the student gets the answer correct on the right music note playing then she has a good ear for music .,q2_b,0.0,,0.0,0.0,3,1,0,3,0,0,0,1
R_6u0AG0QLZtjNc1v_q4_b,I would make a table with subject A and B then record the length of all the fish they caught. At the end I would add up the total of fish length in inches and determine which subject had the biggest fish caught to find out who is the best fisherman. I could also create a histogram to visually see the recorded data in a graph.,q4_b,,0.0,0.0,1.0,3,2,1,2,0,0,0,1
