a_id,a_text,a_q_id,MB,MB15,JM,SL,num_annotators,num_ratings,num_ratings-1,maxvotes,random,True Label,AsRRN Prediction,SFRN Prediction
R_ywhx9VDaHWzGaA1_q2_b,high percentage right she has a good ear low percentage not a good ear,q2_b,1.0,1.0,1.0,1.0,4,1,0,4,0,1,1,1
R_xm82LFs2y0hIHTj_q4_b,"You would gather all of the data from the fishing trip (the numbers and sizes of fish). /  / You could then use it to create a histogram to show the comparison of the two brothers fishing catches during the trip. /  / You should use JMP to plot your data, and then it will give you the mean output, standard deviation, etc.  /  / However, if you prefer not to use JMP, you can calculate the mean by adding all of the sizes of each individual fish and dividing by the total number of fish. You can then compare the two brothers.",q4_b,1.0,1.0,1.0,1.0,4,1,0,4,0,1,1,1
R_xm82LFs2y0hIHTj_q4_a,"No, you are not trying to find the population proportion (parameter), so you do not need to use statistical inference. You can merely just take the data to find the average (mean) size of fish caught by each brother to determine which brother catches the larger Walleye on average.",q4_a,1.0,1.0,1.0,1.0,4,1,0,4,0,1,0,1
R_3rUlCptV9w2bxNi_q4_b,Each brother could just measure their fish add them all up and divide by the number of fish they have to determine which brother had the longest Walleye on average,q4_b,1.0,1.0,1.0,1.0,4,1,0,4,0,1,1,1
R_2CKzQuDyhpMFVvh_q2_b,"You could give her a test on the notes and the more she answers correctly, then the better she is at music.",q2_b,1.0,1.0,1.0,1.0,4,1,0,4,0,1,0,1
R_29iHnKZygd9oy3a_q4_b,Overall length of the fish cause would determine who the better fisherman was based off of his knowledge of the aspects of fishing for Walleye. I would calculate the average length of each fish caught by either brother and then whoever has the larger average length is the better fisherman.,q4_b,1.0,1.0,1.0,1.0,4,1,0,4,0,1,1,1
R_29iHnKZygd9oy3a_q2_b,I would set up a test of exactly 21 distinct notes. She would then tell me which note was which as it is played and would be marked down if she answered correctly or incorrectly. Using this data i would then calculate an average and determine from there whether she had a high score (good ear for music) or a low score (terrible ear for music),q2_b,1.0,1.0,1.0,1.0,4,1,0,4,0,1,1,1
R_XjgpcIgxPLOlhBL_q4_a,"Statistical data can be used to determine who is a better fisherman in terms of who uses their information and resources the best to find good spots to catch fish. Collect all the data for both fisherman including the results, and then figure out who has the best probablilty in catching fish.",q4_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_Wl0o7lKycaTnYZj_q2_b,"set a baseline of what a ""good"" ear for music is and then determine how many correct notes the student must get for him/her to pass.",q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_vVR0LmpnPTIdilH_q2_b,"The method of note identification proceeds as such: a teacher plays a note on the piano (out of seven) and the student has to identify the right one.  / These are the only information provided. First of all, we should determine when a student is considered as having a good ear for music. Indeed, we can suppose that the teacher plays subsequently 10 different notes. We can then, for the purpose of the research, suggest that if the student rightly recognizes 7 out of 10 notes, he has a good ear for music. If he fails identifying 7 out of 10 notes (so only identify rightly from 0-6 notes), then he does not have a good ear for music.  / After determining the categories and so dividing the students within two distinctive groups, a test can be conducted on a couple of students. Let's say 10% of a musical/academic school. The randomly chosen students would have to do the test, two times, in order to be sure that there are not other factors that could have influenced the student performance. After analyzing both results, the students will be either categorized as having a good ear for music or not.",q2_b,1.0,1.0,,1.0,3,1,0,3,0,1,1,1
R_UYAIIF6Gu2SIJhL_q4_a,"Yes, because if they were both fishing in similar areas for the same amount of time with the same equipment, using the data to infer which brother is better at fishing would be accurate.",q4_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_UYAIIF6Gu2SIJhL_q2_b,"I would test the students ear for music by playing them a selection of notes, out of order, and have them tell me what not was played. If they got 80% or more correct it would be safe to assume that the student has a good ear for music.",q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
