a_id,a_text,a_q_id,MB,MB15,JM,SL,num_annotators,num_ratings,num_ratings-1,maxvotes,random,True Label,AsRRN Prediction,SFRN Prediction
R_ywhx9VDaHWzGaA1_q4_b,there are too many unstable variables but according to info who ever caught the most would be a better fisherman,q4_b,0.0,0.0,0.0,0.0,4,1,0,4,0,0,0,0
R_ywhx9VDaHWzGaA1_q4_a,no the results will vary too much,q4_a,0.0,0.0,0.0,0.0,4,1,0,4,0,0,0,0
R_ywhx9VDaHWzGaA1_q3_b,by the distribution sample answer,q3_b,0.0,0.0,0.0,0.0,4,1,0,4,0,0,0,0
R_ywhx9VDaHWzGaA1_q3_a,determine the distribution sample and that will give u a good idea,q3_a,0.0,0.0,0.0,0.0,4,1,0,4,0,0,0,0
R_3rUlCptV9w2bxNi_q4_a,I dont think you need to use statistical inference for this example,q4_a,0.0,0.0,0.0,0.0,4,1,0,4,0,0,0,0
R_3rUlCptV9w2bxNi_q3_a,You could use statistics for this example by using the hypothesis test about proportion,q3_a,0.0,0.0,0.0,0.0,4,1,0,4,0,0,0,0
R_3rUlCptV9w2bxNi_q2_b,Whether or not Carla knows the notes would be based on her knowledge already which we can not measure.,q2_b,0.0,0.0,0.0,0.0,4,1,0,4,0,0,0,0
R_3rUlCptV9w2bxNi_q2_a,"No you would not use statistical inference to determine if Carla has a ""good ear for music""",q2_a,0.0,0.0,0.0,0.0,4,1,0,4,0,0,0,0
R_2CKzQuDyhpMFVvh_q4_b,"You wouldn't be able to determine by statistics.  One day, Mark could catch a bigger fish and one day Dan could.",q4_b,0.0,0.0,0.0,0.0,4,1,0,4,0,0,0,0
R_2CKzQuDyhpMFVvh_q4_a,No. Catching a fish is based largely on luck so you can't use statistics to see who the better fisherman is.,q4_a,0.0,0.0,0.0,0.0,4,1,0,4,0,0,0,0
R_29iHnKZygd9oy3a_q3_a,"Yes, the electronics company can gather enough information to determine if the whole order of screens are worth the bulk order. If over a certain amount don't work, then the company would be taking a loss and this would not be good for business. Therefore a statistical inference of the amount of screens received that don't work compared to those who do in a set amount of orders would help to determine if they should accept the order.",q3_a,0.0,0.0,0.0,0.0,4,1,0,4,0,0,0,0
R_29iHnKZygd9oy3a_q2_a,"No, Statistical Inference would not be a good detector of whether  Carla has a ""good ear for music"" because she could guess on some of the notes which would throw off all data collected.",q2_a,0.0,0.0,0.0,0.0,4,1,0,4,0,0,0,0
R_0re2W60sd5rUIcp_q4_b,use the central limit theorem to determine who the area of each fisherman's distributions. then copart the area's to see which fisherman was better.,q4_b,0.0,0.0,0.0,0.0,4,1,0,4,0,0,0,1
R_0re2W60sd5rUIcp_q3_a,"If the sample data is an SRS, has an aprox normal distribution, and has no outliers it can be used to compare to the population data /",q3_a,0.0,0.0,0.0,0.0,4,1,0,4,0,0,0,0
R_XjgpcIgxPLOlhBL_q4_b,"Figure out what routes each fisherman took, what spots they fished, what research they did in preparing themselves for the fishing trip, and what kind of bait to use to have the best chance of catching the fish. Collect and compare the data, and then choose who is the better fisherman out of the two based off of the results.",q4_b,0.0,,0.0,0.0,3,1,0,3,0,0,0,0
R_XjgpcIgxPLOlhBL_q3_a,"Yes, because this issue regards numbers and data regarding business. Statistics is perfect to use in a case like this because it involves facts and data to figure out a solution to the question, in this case trying to figure out whether to reject or accept a bulk order for its business.",q3_a,0.0,,0.0,0.0,3,1,0,3,0,0,0,0
R_XjgpcIgxPLOlhBL_q2_b,The student practices learning the sounds of each note the teacher could potentially play before hand. Memorization is a better tool to use rather than statistics in this instance.,q2_b,0.0,,0.0,0.0,3,1,0,3,0,0,0,0
R_XjgpcIgxPLOlhBL_q2_a,"No, statistics cannot always measure certain issues in life, such as this particular issue. Statistics would not accurately measure if someone has a ""good ear for music"" or not because stats uses hard facts for its basis.",q2_a,0.0,,0.0,0.0,3,1,0,3,0,0,0,0
R_Wl0o7lKycaTnYZj_q4_b,Mark and Dan log the length and weight of each fish caught and they can determine themselves who the better fisherman is.,q4_b,0.0,,0.0,0.0,3,1,0,3,0,0,0,1
R_Wl0o7lKycaTnYZj_q4_a,No because some can say the bigger fish caught is the best fisherman and others can say the most caught proves the better fisherman,q4_a,0.0,,0.0,0.0,3,1,0,3,0,0,0,0
R_Wl0o7lKycaTnYZj_q3_b,Choose 20 tv's at random and inspect them and if one of them have a cracked screen then odds are that many more will be defective and the tvs should be sent back.,q3_b,0.0,,0.0,0.0,3,1,0,3,0,0,0,0
R_Wl0o7lKycaTnYZj_q3_a,Yes statistical inference is extremely important in a buisness decision like this because it helps you determine whether or not to reject a lot of merchandise that might be disfunctional.,q3_a,0.0,,0.0,0.0,3,1,0,3,0,0,0,0
R_Wl0o7lKycaTnYZj_q2_a,No because you're only testing one student and each one of those notes has a distinct sound that anyone who has spent time studying music can tell apart.,q2_a,0.0,,0.0,0.0,3,1,0,3,0,0,0,0
R_W8qdkKit0alV2mt_q4_b,Who ever catches more fish by pounds caught in a given day.,q4_b,0.0,,0.0,0.0,3,1,0,3,0,0,0,0
R_W8qdkKit0alV2mt_q3_a,"You Should, because you have someone counting first hand",q3_a,0.0,,0.0,0.0,3,1,0,3,0,0,0,0
R_W8qdkKit0alV2mt_q2_a,You shouldn't people could be guessing and skewing the results,q2_a,0.0,,0.0,0.0,3,1,0,3,0,0,0,0
R_vVR0LmpnPTIdilH_q4_a,"Once again, the sample size is not large enough to generalize the results to a larger population. However, the aim here is not to generalize the results but only to identify which brothers is the best at fishing Walleye. Therefore the condition of sample size should not be an obstacle for the purpose of this research. /  Yet, the factors used to determine which brother is the best would not be used for generalization on other people. The results obtained with the two brothers is not representative enough to identify which factor is the most important to determine who is the best fishman.",q4_a,0.0,0.0,,0.0,3,1,0,3,0,0,0,0
R_UYAIIF6Gu2SIJhL_q3_a,Yes because if you are paying for these monitors you don't want to paying for monitors that aren't going to be able to be sold.,q3_a,0.0,,0.0,0.0,3,1,0,3,0,0,0,0
R_uqUAXjrV59T1J6h_q4_a,"No, this is too opinionated to be proven.",q4_a,0.0,,0.0,0.0,3,1,0,3,0,0,0,0
R_uqUAXjrV59T1J6h_q3_b,I would conduct a confidence interval as well.,q3_b,0.0,,0.0,0.0,3,1,0,3,0,0,0,0
R_uqUAXjrV59T1J6h_q3_a,"Yes, you could get an exact integer for both instances and compare in order to find the more economically savy decision.",q3_a,0.0,,0.0,0.0,3,1,0,3,0,0,0,0
R_UawbgkpZaqjua8F_q4_b,I would use the locations each brother used juxtaposed with the size of the fish caught to determine the better fisherman based on their decison in locations.,q4_b,0.0,,0.0,0.0,3,1,0,3,0,0,0,0
R_UawbgkpZaqjua8F_q3_a,"Yes it should, because, statistical inference can take an average number of the sample and determine the quality of display screens then use that as your decision maker for the whole group.",q3_a,0.0,,0.0,0.0,3,1,0,3,0,0,0,0
R_tDv5TATKVcF84lb_q4_b,You would find this out by testing all of the things stated above. You test them using certain instruments that have nothing to do with statistical inference.,q4_b,0.0,,0.0,0.0,3,1,0,3,0,0,0,1
R_tDv5TATKVcF84lb_q4_a,"No, you can't determine his through statistical inference. This would be more of a process of evaluating other things. The fact that it matters on proper bait, water currents, geographic features, etc. just shows that it doesn't have to do with statistic.",q4_a,0.0,,0.0,0.0,3,1,0,3,0,0,0,0
R_tDv5TATKVcF84lb_q3_b,You will use the status of the p-value or significant value to learn whether or not you will reject or accept it.,q3_b,0.0,,0.0,0.0,3,1,0,3,0,0,0,0
R_tDv5TATKVcF84lb_q3_a,"Yes. Just like the P-Value's and significant levels of things, this can help determine whether or not the company should accept or reject. This could be like accepting or rejecting a null hypothesis.",q3_a,0.0,,0.0,0.0,3,1,0,3,0,0,0,0
R_tDv5TATKVcF84lb_q2_a,"No, you can not use statistical inference to determine whether or not Carla can have a ""good ear for music"". This problem has nothing to do with math, but with science and the way her body works.",q2_a,0.0,,0.0,0.0,3,1,0,3,0,0,0,0
R_p0F9tEDSzE8p5Id_q4_b,I would use the formula to asses which one was a better fisherman,q4_b,0.0,,0.0,0.0,3,1,0,3,0,0,0,0
